Date,AARTIDRUGS.NS,APARINDS.NS,BEL.NS,ECLERX.NS,HDFCLIFE.NS,LUXIND.NS,NHPC.NS,NOCIL.NS,RADICO.NS,VMART.NS
14-03-2022,454.8500061,666.4500122,69.80000305,1553.366699,530.1500244,2414.399902,28.04999924,216.6999969,963.4500122,3842.899902
21-03-2022,437.8999939,641.4500122,68.66666412,1533.466675,519.5499878,2248.149902,27.25,216.1999969,897.4000244,3744.550049
28-03-2022,459.2000122,676.5499878,71.69999695,1571.366699,550.3499756,2533.149902,27.85000038,249.9499969,893.7000122,3841.449951
04-04-2022,512,667.9500122,79.8666687,1678.699951,564.7999878,2413.050049,30.54999924,242.1999969,910.2000122,3560.100098
11-04-2022,509.4500122,682,82.3666687,1602.733276,564.8499756,2390.850098,31.54999924,234.6000061,922.4000244,3416.899902
18-04-2022,491.2999878,659.25,83.8833313,1574.099976,554.0499878,2419.100098,35.54999924,225.8000031,891.5499878,3347.300049
25-04-2022,461.2000122,669.75,79.5166626,1605.266724,582.4000244,2314.199951,33.20000076,226.8000031,899.8499756,3219.300049
02-05-2022,445.75,645.4000244,76.05000305,1495.833374,565.9500122,2134.050049,33.75,230.8000031,830.4000244,2971.199951
09-05-2022,424.5,605.7999878,72.91666412,1415.06665,550.75,2050.899902,31.14999962,228.3999939,760.5999756,2971.300049
16-05-2022,420.2999878,630.0999756,78.31666565,1462.06665,544.7000122,2151.399902,32,254,839.5,3064.550049
23-05-2022,412.6499939,709.1500244,76.96666718,1369.800049,598.0999756,2019.5,33.25,240.75,815.4000244,3337.100098
30-05-2022,429.7000122,712.2999878,80.75,1419.833374,602.7000122,1983.75,32.54999924,258.3999939,785.0499878,3106.949951
06-06-2022,427,780.9000244,82.23332977,1412.599976,593.0999756,1886.099976,32.90000153,265.1000061,809.6500244,2804.600098
13-06-2022,402.1000061,915.2999878,78.23332977,1254.199951,550.7999878,1789.400024,30.14999962,237,806.8499756,2571.300049
20-06-2022,392.1499939,973.0999756,77.83333588,1282.300049,561.4500122,1740.25,31.04999924,257,825.7999878,2482.5
27-06-2022,397.6000061,971.0999756,76.59999847,1269.93335,565.4500122,1739.25,30.85000038,247.75,873.5999756,2488.300049
04-07-2022,401.3999939,1019.75,78.66666412,1374.366699,545.3499756,1881.550049,32.29999924,257.5,885.5499878,2518.850098
11-07-2022,437.8999939,1001.849976,81.83333588,1417.666626,539.9000244,1821.199951,34.59999847,280.2999878,912.9500122,2626.199951
18-07-2022,430.3999939,980.1500244,88.93333435,1483.93335,535,1931.75,33.20000076,287.8999939,943.4500122,2827.5
25-07-2022,418.8999939,1123.599976,91.73332977,1449.400024,555.5,1851.699951,34.15000153,276.6499939,940.75,2771.699951
01-08-2022,426.6499939,1201.949951,92.05000305,1516.866699,539.25,1917.550049,35.90000153,262.2999878,921.5,2969.899902
08-08-2022,428.6499939,1207.099976,97.03333282,1474.833374,544.9500122,1801.5,34,266.8500061,937,2985.100098
15-08-2022,446.6000061,1201,95.03333282,1503.06665,576.6500244,1787.949951,34.90000153,265.75,956.7999878,2947.949951
22-08-2022,438.0499878,1342.900024,101.7833328,1466.5,566.9000244,1764.699951,35.54999924,264.3999939,1037.550049,2960.949951
29-08-2022,435.75,1293.099976,108.1833344,1434.199951,574.8499756,1816.050049,38.84999847,279.6000061,1026.599976,2999.949951
05-09-2022,469.4500122,1201.5,109.3833313,1484.833374,575.9500122,1868.650024,36.70000076,288.4500122,1066.599976,2898.800049
12-09-2022,450.8999939,1270.599976,111,1493.766724,546.75,1906.5,38.65000153,265.6000061,1080.849976,2840.050049
19-09-2022,467.25,1315.449951,106.6500015,1472.949951,539.4500122,1815.099976,38.5,258.5499878,1091,2906.050049
26-09-2022,468.75,1297.550049,100.9499969,1424.75,530.4500122,1753.599976,35.70000076,252.9499969,1044.800049,2810.100098
03-10-2022,496,1447.5,106.25,1460.650024,526.8499756,1768.849976,37.90000153,269.3500061,1063.949951,2841
10-10-2022,460.4500122,1405.699951,100.8000031,1310.449951,523,1700.400024,37.90000153,254.5,1034.949951,2764.75
17-10-2022,460.7999878,1447.150024,103.5500031,1286.900024,541.9500122,1667.849976,41.5,257.6499939,1036.150024,2919.199951
24-10-2022,466.75,1464.099976,105.3499985,1272.300049,530.0999756,1729.75,43.70000076,245.8000031,1036.150024,2949.5
31-10-2022,463.7000122,1463.949951,108.9499969,1349.25,539.2999878,1724.199951,43.79999924,244.5,1037.75,2955.850098
07-11-2022,465.0499878,1498.949951,107.3000031,1402.650024,542.6500244,1732,44.84999847,232,1001.049988,2833.050049
14-11-2022,463.8500061,1529.5,107.3499985,1399.099976,531.5499878,1660.75,42.04999924,228,983.6500244,2755.050049
21-11-2022,450.4500122,1476.449951,107.1500015,1429,586.5999756,1694.75,43.84999847,233.1499939,1051.099976,2773
28-11-2022,446.0499878,1576.449951,106.1500015,1450.050049,589.8499756,1716.449951,41.95000076,233.6000061,1134.150024,2800.5
05-12-2022,457.3500061,1594.150024,105.8000031,1392.949951,579.5999756,1683.75,41.40000153,237.8000031,1089.449951,2812.199951
12-12-2022,458.1499939,1679.300049,99.44999695,1378.900024,575.2000122,1690.599976,41,234.3999939,1053.800049,2846.399902
19-12-2022,455.0499878,1653.75,96.55000305,1368.099976,565.4500122,1552.099976,38.70000076,225.6499939,977.8499756,2883.699951
26-12-2022,460.1000061,1793.099976,99.90000153,1279.349976,566.25,1642.650024,39.75,233,1012.400024,2842.850098
