Date,HDFC,ICICI,INFOSYS,L&T,ONGC,RIL,TATA MOTORS,TATA STEELS,TCS,WIPRO,HBL POWER,ISGEC,JPASSOCIAT,MIRZA,NBCC,PNB,PNBGILTS,SUZLON,UNITINT,YES BANK,SENSEX
01-02-2018,996.125,345.75,572.25,1455.800049,195.100006,944.099976,394.649994,696.299988,1569.449951,225.937561,62.25,742.325012,20.4,137.350006,114.599998,167.050003,43.75,14.63,8.79,359.149994,35906.66
02-02-2018,974.400024,334.799988,570.849976,1414.400024,192.449997,905.700012,384.049988,669.700012,1574.574951,225.375061,56.900002,720.099976,17.950001,124.800003,109.675003,161.649994,39.349998,13.62,8.07,350,35066.75
05-02-2018,956.974976,331.649994,569.150024,1362.75,188.850006,904.450012,396.049988,664.549988,1553.25,223.912552,55.150002,721.929993,19,131,103.375,163.399994,37.349998,13.3,7.8,344.100006,34757.16
06-02-2018,948.724976,330.75,554.224976,1354,185.649994,892.75,374.450012,664.950012,1497.675049,221.175049,52.950001,745.945007,17.65,131.649994,100.449997,160.449997,35.75,12.82,8.02,338.549988,34195.94
07-02-2018,935.700012,332.25,554.375,1332.650024,189.800003,894,377.5,660.549988,1477.675049,217.087555,55.849998,758.674988,17.75,136.449997,101.949997,156.949997,37.5,13.07,8.21,333.200012,34082.71
08-02-2018,940.025024,334.549988,567.275024,1347.25,188.550003,903.599976,374.850006,671.349976,1483.125,217.200058,59.25,760.744995,17.75,137.050003,104.25,159.300003,38.5,13.29,8.3,335.049988,34413.16
09-02-2018,926.299988,326.75,555.900024,1329.349976,187.75,897.950012,369.200012,683.650024,1486.150024,213.750046,57.599998,766.049988,17.5,138.100006,105.550003,156.800003,38.400002,13.48,8.1,325.549988,34005.76
12-02-2018,938.275024,326,551.900024,1351.050049,190.850006,914.700012,372.450012,712.5,1483.949951,215.925049,60.049999,773.625,17.85,137.949997,108.074997,161.649994,39.099998,13.48,7.92,334.950012,34300.47
14-02-2018,942.174988,318.549988,549.025024,1357.699951,185.850006,932.400024,376.850006,708.349976,1455.224976,219.750061,61.25,800.075012,17.4,137.100006,104.699997,145.800003,38.099998,13.38,8.17,320.200012,34155.95
15-02-2018,940.625,328.600006,557.075012,1350.150024,188.399994,934.049988,376.149994,699.849976,1462.875,218.662552,57.549999,742.140015,17,136.300003,104.074997,128.350006,38.200001,13.16,7.98,319.950012,34297.47
16-02-2018,939.875,321,562.424988,1327.949951,186.600006,921.700012,370.549988,688.299988,1468.599976,218.025055,56.75,724.099976,17.299999,133.350006,101.949997,125.650002,38.25,13.13,8,311.899994,34010.76
19-02-2018,937.375,319.75,565,1296.75,184.949997,925.849976,367.75,648.25,1462.275024,217.537552,55.349998,720.505005,16.75,129.899994,99.699997,116.400002,36.450001,13.03,8.31,312.600006,33774.66
20-02-2018,931.849976,317.649994,567.349976,1290.449951,187,919.400024,368.899994,650.75,1472.525024,218.512558,55.650002,725.419983,16.799999,130.949997,98.25,116.550003,36,13.08,8.18,309.299988,33703.59
21-02-2018,929.674988,319.299988,574.349976,1283.150024,190.100006,928.349976,364.350006,640.549988,1521.525024,219.187561,55.650002,701.349976,16.700001,131.649994,98.775002,117.099998,36,12.93,7.55,312.149994,33844.86
22-02-2018,927.474976,318,580.25,1291.25,186.199997,923.900024,358.549988,637.849976,1520.199951,219.300049,55.25,686.684998,16.4,130.899994,96.449997,114.650002,36.599998,12.63,8.18,316.399994,33819.5
23-02-2018,939.900024,321.299988,577.825012,1302.349976,190,934,360.450012,677.799988,1538.449951,220.612549,57.549999,704.914978,19.200001,131.550003,100.875,113.400002,35.700001,12.98,8.02,323.600006,34142.15
26-02-2018,954.974976,327,570.525024,1339.199951,190.75,938.599976,372.049988,680.25,1517.625,218.925049,57.25,690.534973,18.299999,135.399994,100.75,111.900002,38.299999,12.99,7.8,325.399994,34445.75
27-02-2018,952.125,319.649994,574.150024,1337.800049,188.399994,949.950012,372.850006,671.849976,1521.625,219.300049,56.200001,705.719971,18.35,136.550003,99.349998,98.349998,36.450001,12.95,7.66,327.049988,34346.39
28-02-2018,941.900024,313.5,587.125,1319.099976,188.5,952.450012,370.200012,671.700012,1519.125,219.600052,55.549999,746.849976,17.700001,137.100006,98.224998,101.349998,36.799999,12.81,7.95,322.25,34184.04
01-03-2018,938.875,305.25,580.125,1313.199951,189.550003,947.700012,370.850006,675.299988,1518.550049,219.000061,56.950001,738.85498,17.450001,136.850006,97.949997,101,38.049999,12.76,7.5,320.75,34046.94
05-03-2018,936.025024,303.100006,576.549988,1301.75,185.5,924.200012,352.149994,655.349976,1552.150024,217.912552,56.650002,723.554993,17.049999,135.050003,95.775002,100.050003,38.549999,12.58,7.66,313.350006,33746.78
06-03-2018,925.974976,295.100006,573.424988,1284.199951,185.25,910.900024,346.600006,660.5,1524.900024,214.612549,54.299999,725.35498,16.15,135.300003,94.525002,97.75,37.900002,12.23,7.6,313,33317.2
07-03-2018,917.224976,286.700012,571.400024,1263.099976,180.949997,891.549988,348,648,1514.625,213.900055,51.700001,688.955017,14.8,129.399994,93.599998,95.550003,36.299999,11.45,7.5,312.899994,33033.09
08-03-2018,925.724976,296.950012,578.349976,1283.25,180.149994,911.599976,345.899994,635.200012,1500.75,213.750046,51.150002,695.72998,14.6,125.300003,92.824997,96.699997,35.599998,11.5,7.38,307.799988,33351.57
09-03-2018,926.599976,292.700012,581.700012,1290.150024,179.649994,912.049988,341.700012,605.599976,1517.25,213.900055,49.599998,686.070007,13.95,122.550003,91.050003,95.5,35.950001,11.02,6.89,303.450012,33307.14
12-03-2018,933.349976,300.700012,592.924988,1309.849976,183.649994,929.349976,352.200012,622.700012,1525.925049,218.062561,48.25,691.419983,14.7,122.949997,92.375,94.599998,35.400002,11.34,6.51,311.450012,33917.94
13-03-2018,929.950012,304,590.275024,1302.150024,183.399994,930.599976,353.75,628.299988,1446.224976,221.662552,49.25,694.27002,14.9,126,98.125,98,35.900002,11.57,6.9,313.100006,33856.78
14-03-2018,932.674988,306.350006,590.099976,1302.449951,180.600006,928.599976,354.149994,620.450012,1443.050049,220.012558,48.75,703.150024,16.299999,124.800003,100.599998,99.349998,35.700001,11.49,6.9,318.899994,33835.74
15-03-2018,940.049988,301.450012,591.075012,1295.050049,181.5,912.25,353.049988,611.400024,1434.574951,219.937561,50.549999,711.570007,19.15,125.099998,98.974998,98.650002,35.75,11.68,6.41,312.399994,33685.54
16-03-2018,928.75,298.100006,586.25,1267.599976,177.399994,900.5,340.100006,600.5,1412.75,221.812561,51.349998,714.349976,20.9,123.550003,100.150002,98.949997,36.299999,11.69,6.31,312.899994,33176
19-03-2018,924.825012,295,573.575012,1279.699951,176.600006,895.299988,335.75,575.049988,1414.425049,216.037552,49.5,703.14502,19.6,117.400002,99.75,96.449997,35.299999,11.26,6.35,304.850006,32923.12
20-03-2018,919.599976,291.75,581.049988,1293.699951,174.100006,889.549988,339.25,593.299988,1429.574951,220.312561,47.950001,684.320007,20,113.449997,97.25,96.75,35.099998,11.3,6.85,302.049988,32996.76
21-03-2018,928.825012,289.600006,584.299988,1308.400024,175.449997,896.349976,333.899994,582.349976,1427.300049,221.662552,47.75,687.005005,19.5,114.25,98.074997,97.599998,35.150002,11.32,6.12,300.600006,33136.18
22-03-2018,934.150024,283.549988,579.400024,1294.5,178.699997,907.299988,338.200012,580.549988,1414.974976,216.937561,46.650002,690.984985,18.1,115.199997,98.199997,96.449997,34.799999,11.22,5.55,298.25,33006.27
23-03-2018,919.799988,275.799988,583.724976,1267.75,177.25,892.849976,331.100006,566.599976,1408.224976,213.900055,44.200001,688.799988,17.049999,108.550003,95.5,93.150002,34.950001,10.87,5.95,286.700012,32596.54
26-03-2018,946.575012,281.450012,577.150024,1295.150024,178.649994,901.049988,332.049988,582.450012,1406.525024,205.425049,45.799999,671.47998,18.200001,120.400002,95.199997,95.75,34.950001,11.05,5.4,302.950012,33066.41
27-03-2018,946.599976,283.899994,576.400024,1306.849976,179.600006,899.950012,331.049988,590.049988,1420.925049,204.412552,46.650002,660.369995,19.1,122.900002,96.925003,99.25,35.5,11.28,5.9,303.399994,33174.39
28-03-2018,945.724976,278.399994,567.200012,1311.900024,177.800003,882.799988,327.450012,570.900024,1424.650024,211.087555,44.950001,650.619995,18.950001,125.300003,95.175003,95.449997,34.849998,10.74,6.09,304.899994,32968.68
02-04-2018,965.224976,261.899994,568.75,1336,180,892.700012,338.799988,578.549988,1451.449951,217.312561,47,648.875,19.6,130.449997,99.449997,96.349998,35.299999,11.14,6.39,306.200012,33255.36
03-04-2018,958.049988,269.600006,570.025024,1329.900024,177.699997,898.799988,343.350006,579.5,1454.050049,212.925049,48.400002,667.205017,20.35,129.800003,105.324997,95.699997,36.299999,11.75,6.5,312.649994,33370.63
04-04-2018,942.400024,268.450012,562.275024,1296.349976,175.550003,895.099976,355.700012,560.450012,1453.525024,211.200058,47.599998,675.655029,19.4,128.600006,101.525002,94.400002,36.150002,11.49,6.99,305.649994,33019.07
05-04-2018,953.849976,277.899994,572.5,1328.550049,177.149994,906.75,363.600006,581,1478.574951,214.012558,49.849998,699.349976,19.9,129.949997,103.474998,97.25,38,11.64,7.31,312.850006,33596.8
06-04-2018,961.349976,280.600006,564.650024,1311.099976,176.899994,909.75,363.850006,586.349976,1474.849976,213.075058,49.349998,695.5,20.450001,129.949997,103.724998,102,38.849998,11.98,7.28,314.200012,33626.97
09-04-2018,969.25,280.450012,555.474976,1326.25,178.399994,916.049988,358.299988,586.549988,1460.574951,213.450058,50.799999,696.755005,20.549999,132.149994,104.949997,105.099998,39.400002,12.11,7.71,316.100006,33788.54
10-04-2018,959.549988,288.899994,557.075012,1348.550049,180.100006,916.450012,353.399994,601.700012,1465.925049,214.200058,49.650002,683.460022,20.4,134.75,106.199997,105.199997,39.400002,12.2,7.24,319.200012,33880.25
11-04-2018,958.125,284.100006,561.950012,1351.400024,181.699997,929.049988,355.299988,607.700012,1507.75,214.500046,49.650002,682.875,20.9,134.800003,105.775002,102,38.5,12.14,6.88,312,33940.44
12-04-2018,963.150024,286.450012,581.125,1357.550049,181.399994,927.549988,358.049988,598.549988,1568.650024,215.100052,49.150002,673.695007,20.35,135.5,104.875,101.199997,37.549999,11.98,7.33,311.450012,34101.13
13-04-2018,964.025024,288.200012,584.5,1355.300049,182.5,938.849976,356.649994,595.299988,1575.5,220.012558,49.099998,679.705017,19.35,133.25,105.125,101.25,38.599998,11.86,7.38,309.399994,34192.65
16-04-2018,969.325012,287.399994,566.400024,1367.349976,181.5,937.25,338.950012,592.400024,1592.400024,217.462555,48.400002,678.299988,19.700001,134,105.599998,99.150002,37.75,11.7,7.01,310.350006,34305.43
17-04-2018,973.700012,291.700012,562.5,1360.25,180.800003,943.700012,336.899994,595.849976,1582.949951,214.125046,51.049999,679.380005,19.700001,134.600006,107.099998,98.099998,37.900002,11.73,7.41,307.950012,34395.06
18-04-2018,968.525024,290.200012,562.724976,1360.650024,181.800003,937,335.5,601.5,1579.75,219.525055,51.5,670.164978,20.950001,134.100006,105.525002,97.25,38.700001,11.88,7.21,309.25,34331.68
19-04-2018,970.974976,289.149994,566.349976,1384.300049,183.149994,941.25,334.850006,620.549988,1595.324951,218.700058,50.599998,675.265015,21.25,132.949997,105.775002,96.099998,37.950001,11.71,7.4,318,34427.29
20-04-2018,980.474976,281.950012,589.125,1363.699951,182.350006,928.049988,336.25,606.349976,1703.199951,223.762558,49.299999,675.594971,20.4,137.25,104.400002,93.599998,37.299999,11.5,7.39,308.450012,34415.58
23-04-2018,966.525024,279.549988,591.674988,1360.449951,180.899994,935.150024,333.5,605.700012,1707.599976,222.637558,50.099998,676.715027,20.299999,141.550003,102.775002,94.150002,37.150002,11.36,6.93,313.049988,34450.77
24-04-2018,968,284.200012,576.950012,1377.449951,182.600006,969.75,331.549988,598.25,1692.824951,215.287552,49.400002,667.450012,20.200001,139.5,103.224998,93.25,36.75,11.27,7.11,323.399994,34616.64
25-04-2018,958.599976,278.899994,580.450012,1359.75,179.550003,970.700012,328.649994,586.200012,1733.949951,215.400055,48.25,660.559998,20.1,137.600006,105.949997,92.300003,36.450001,10.98,6.77,325.200012,34501.27
26-04-2018,965.150024,278.75,587.825012,1347,181.149994,975.349976,330.299988,579.049988,1770.175049,211.087555,48,661.140015,19.25,137.100006,104.699997,91.050003,36.150002,10.71,6.99,352.049988,34713.6
27-04-2018,961.424988,288.049988,592.575012,1376.800049,180.75,994.75,336.799988,589.650024,1727.400024,206.512558,48.700001,658.929993,19.25,139.949997,104.900002,93.5,36.049999,10.84,6.67,348.450012,34969.7
30-04-2018,972.299988,284.450012,599.700012,1400.599976,180.5,963.099976,340.200012,594.700012,1765.699951,209.062546,48.799999,646.715027,19.9,137.699997,104.599998,95.199997,38,10.9,6.36,362.049988,35160.36
02-05-2018,985.174988,277.100006,598.900024,1401.599976,179.699997,973,336,575.049988,1748.900024,206.625046,47.700001,642.164978,19.65,134.699997,105.400002,92.800003,37.200001,10.82,6.16,354.25,35176.42
03-05-2018,983.775024,281.799988,590.924988,1380.25,180.699997,962.599976,333.450012,585.650024,1741.324951,202.612549,45.549999,634.054993,19.299999,132.5,103.599998,92,36.349998,10.56,5.83,354,35103.14
04-05-2018,993.924988,282.899994,586.450012,1370.25,180.300003,953.900024,334.25,581.299988,1740.425049,202.612549,45.200001,621.734985,18.950001,134.800003,103.849998,91.650002,36.200001,10.57,6.27,345.399994,34915.38
07-05-2018,989.875,289.399994,591.674988,1388.5,183.600006,971.849976,335.049988,595.950012,1713.849976,205.612549,47.049999,624.289978,19.799999,134,103.550003,93.800003,36.200001,10.54,6.05,347.5,35208.14
08-05-2018,983.299988,309.25,582.674988,1364.849976,182.949997,967.650024,332.100006,596.150024,1720.525024,204.225052,49.099998,637.340027,19.799999,131.949997,104.5,92.650002,35.549999,10.18,6.41,343.350006,35216.32
09-05-2018,989.5,307.100006,585.625,1373.050049,182.899994,975.299988,341.350006,602.450012,1744.525024,202.875046,47.75,623.715027,19.75,131.949997,103.599998,93.050003,35.349998,10.24,6.07,347.850006,35319.35
10-05-2018,994.849976,307,583.775024,1364,188.149994,980.700012,333.350006,593.75,1726.375,202.350052,46.200001,609.859985,19,129.100006,101.300003,91.300003,34.849998,10,6.27,344.700012,35246.27
11-05-2018,1005.325012,311.100006,590.5,1387.050049,187.300003,988.5,330.75,606.650024,1730.300049,203.925049,46.450001,608.965027,18.6,128.600006,99.650002,88.650002,34.25,9.75,6.24,349.950012,35535.79
14-05-2018,1010.599976,309.950012,594.799988,1380.349976,187.449997,984.849976,324.149994,610.099976,1718.375,203.625046,45.950001,590.159973,17.15,128.5,98,89.400002,34.200001,8.83,6.01,344.649994,35556.71
15-05-2018,1019.599976,308,596.275024,1376.099976,188.75,979.349976,310.25,624.049988,1741.224976,202.800049,45.150002,589.76001,17.049999,128.25,98.349998,86,33.900002,8.78,5.95,345.649994,35543.94
16-05-2018,1012.224976,297.899994,595.025024,1364.75,187.050003,956.450012,310.399994,622.049988,1747.775024,205.725052,44.549999,581.044983,17.5,125.25,98.050003,75.550003,33.799999,9.08,5.69,349.5,35387.88
17-05-2018,1013.700012,295.899994,592.474976,1364.300049,188.75,945.150024,315.149994,610.049988,1746.349976,208.087555,45.200001,586.640015,18.4,125.800003,98.099998,76.449997,33.450001,9.33,6.34,345.299988,35149.12
18-05-2018,1006.450012,286.399994,591.875,1316.050049,185.050003,933.400024,305.25,591.5,1751.175049,202.087555,44.5,588.409973,17.5,125.099998,95.650002,74.75,33.200001,8.87,5.88,345.450012,34848.3
21-05-2018,995.950012,289.649994,591.299988,1314,185.600006,931.950012,296.549988,576.900024,1778.974976,198.675049,41.75,571.89502,14.2,119.599998,93.150002,78.199997,33.400002,8.7,6,334.149994,34616.13
22-05-2018,995.575012,290.75,596.775024,1319.949951,184.300003,926.900024,307.75,577.200012,1754.025024,198.787552,42.5,569.724976,15.5,121.650002,93.050003,81.599998,33.099998,8.83,5.72,334.700012,34651.24
23-05-2018,983.474976,291.700012,592.625,1327.199951,175.550003,912.25,309.25,539.25,1748.525024,197.437546,43.25,564.380005,15,121.75,92.050003,80.550003,32.799999,8.92,5.57,333.600006,34344.91
24-05-2018,992.950012,297.25,610.924988,1338.650024,167.649994,916.049988,288.950012,548.400024,1802.400024,198.150055,43.599998,544.905029,15.65,120.800003,94.550003,82.099998,32.75,9.06,5.86,330.5,34663.11
25-05-2018,1005.825012,296.5,614.400024,1343.800049,175.350006,921.75,294.200012,567.200012,1794.724976,198.712555,44.849998,575.359985,16.1,122.599998,97.650002,83.300003,32.900002,9.09,5.73,339.450012,34924.87
28-05-2018,1021.150024,299.25,607.25,1377.599976,175.949997,921,296.200012,575.599976,1751.900024,197.512543,42.299999,580.304993,16.049999,132.550003,95.550003,88.699997,32.950001,9.67,6.48,344.600006,35165.48
29-05-2018,1016.375,290.649994,608.325012,1380.099976,175.449997,917,294.600006,575.25,1761.349976,197.212555,40.900002,549.284973,15.85,132.800003,95,85.650002,34.049999,9.51,6.47,338.450012,34949.24
30-05-2018,1023.424988,285.25,607.049988,1365.199951,173.949997,917.349976,288.950012,578.099976,1758.875,195.562546,39.900002,551.465027,15.75,126.849998,94.300003,86.150002,33.200001,9.43,6.34,343.149994,34906.11
31-05-2018,1068.074951,285.600006,615.950012,1367.599976,177.350006,921.299988,282.899994,575.450012,1744.800049,196.425049,39.150002,554.590027,15.2,126.199997,91.949997,83.599998,32.900002,8.82,6.82,346.200012,35322.38
01-06-2018,1054.775024,289.5,610.125,1371.300049,172.949997,929.200012,287.200012,560.349976,1732.25,195.337555,37.299999,570.044983,14.6,123.800003,89.699997,82.900002,32.549999,8.41,7.15,342.25,35227.26
04-06-2018,1023.275024,286.200012,619.799988,1360.300049,171.25,939.349976,286.649994,566.950012,1744.550049,195.000046,35.799999,545.36499,14.2,118.150002,86.25,83.199997,32.25,8.06,6.51,343,35011.89
05-06-2018,1030.275024,283.899994,610.599976,1334,171.149994,947.849976,285.350006,571.950012,1721.199951,191.550049,35.099998,519.140015,13.8,117,85.199997,82.800003,30.450001,7.84,6.7,336.700012,34903.21
06-06-2018,1029.574951,283.799988,617.799988,1349.599976,170.350006,953.400024,295.5,579.700012,1727.25,194.550049,34,574.590027,14.15,118.050003,86.599998,84.75,30.15,7.91,7,339.049988,35178.88
07-06-2018,1032.425049,290.950012,625.400024,1354.199951,172.699997,971.400024,305.299988,601.349976,1734.599976,198.412552,35.25,563.460022,14.65,119.550003,86.949997,86.050003,30.1,8.21,6.88,339.600006,35463.08
08-06-2018,1025.050049,288.299988,629.875,1343.599976,173.5,983.400024,310.049988,599.5,1748.199951,197.850052,35.799999,555.210022,15.25,118.900002,87.300003,90.400002,30.549999,8.4,6.71,337.600006,35443.67
11-06-2018,1022.575012,286.75,631.525024,1342.599976,173.25,982.450012,309.850006,588.75,1750.599976,198.187546,36.200001,561.244995,14.9,119.550003,87.650002,91.650002,32.549999,8.5,6.88,335.700012,35483.47
12-06-2018,1022.375,287.25,629.200012,1363.75,171.350006,995.400024,308,579.799988,1781,199.762543,37.200001,556.890015,14.65,119.800003,89.800003,91.800003,32.349998,8.24,7.12,332.399994,35692.52
13-06-2018,1017.625,290.799988,638.049988,1357.150024,170,1002.099976,308.149994,567.5,1824.199951,201.712555,37.25,558.789978,14.4,117.550003,87.449997,91.199997,32.650002,8.12,6.82,333.100006,35739.16
14-06-2018,1018.575012,284.649994,619.349976,1345.300049,168.5,1007.5,305.75,569.400024,1792.25,200.062546,36.849998,559.099976,15.05,117.949997,85.300003,91.699997,32.150002,8.15,6.67,337,35599.82
15-06-2018,1015.349976,282.299988,640.224976,1328.699951,165.449997,1013.849976,303.200012,565.950012,1841.449951,200.137543,36.799999,551.244995,14.45,117.650002,84.949997,89.849998,31.549999,7.97,6.97,330.549988,35622.14
18-06-2018,1010.674988,292.5,633.25,1323.150024,164.350006,1015,308.75,558.700012,1830.699951,199.200043,35.599998,556.799988,15.4,121.150002,86.199997,88.400002,30.35,7.87,6.9,331.25,35548.26
19-06-2018,1012.700012,292,622.025024,1314.099976,164.850006,995.650024,304.649994,554.849976,1825.849976,196.237549,34.450001,558.734985,16.799999,120.5,84.449997,86.699997,30.15,7.79,7,330.399994,35286.74
20-06-2018,1027.849976,293.25,621.674988,1307.050049,162.800003,1019.950012,305.600006,563.299988,1826.300049,194.850052,35.599998,556,16.950001,119.25,83.400002,86.050003,30.299999,7.77,6.99,335.899994,35547.33
21-06-2018,1028.349976,297.549988,623.174988,1290.300049,159.699997,1032.349976,306.549988,558.200012,1819.849976,194.250046,34.950001,552.080017,16.85,115.849998,82.849998,83.400002,30.049999,7.62,6.95,332.899994,35432.39
22-06-2018,1040.900024,300.850006,623.224976,1295.5,159.449997,1012.299988,308.149994,560.450012,1811.800049,193.462555,34.900002,547.335022,17.200001,114.199997,83.050003,82.150002,30.25,7.7,7.01,335.200012,35689.6
25-06-2018,1046.974976,289.450012,636.150024,1269,156.699997,1003.549988,289.850006,558.5,1820.449951,193.087555,35.5,546.72998,17.450001,112,81.849998,79.699997,30.1,7.89,6.71,334.200012,35470.35
26-06-2018,1046.525024,288,638.924988,1269.5,158.050003,978.700012,277.350006,549.349976,1852.699951,192.937546,34.75,542.945007,16.9,109.599998,79.900002,79.900002,30.049999,7.68,7,335.899994,35490.04
27-06-2018,1055.824951,278.899994,634.599976,1235.099976,156.149994,965.299988,271.200012,543.25,1859.800049,191.887543,33.200001,518.090027,15.05,103.949997,73.800003,76.699997,29.5,7.52,6.84,335.100006,35217.11
28-06-2018,1066.449951,271.149994,644.424988,1236,154.050003,944.700012,263.899994,548.049988,1847.300049,192.750046,31.6,506.48999,15.8,101.199997,72.650002,73.25,29,7.41,6.79,329.200012,35037.64
29-06-2018,1054.025024,275.5,653.375,1271.300049,158.199997,972.950012,269.299988,567.849976,1847.199951,196.050049,33.099998,513.119995,16.049999,103.400002,75,75.949997,28.75,7.5,6.77,339.600006,35423.48
02-07-2018,1036.599976,277.450012,667.224976,1255.849976,155.850006,961.049988,267.25,560.950012,1855.599976,195.712555,31.5,502.904999,15.55,100.800003,73.099998,78.150002,28.65,7.34,7.01,337,35264.41
03-07-2018,1035.224976,272.950012,676.825012,1252.349976,157.850006,971.599976,269.5,566.5,1875.900024,196.312546,32.299999,516.085022,15.7,99.349998,71.5,76.900002,27.9,7.5,6.98,336.799988,35378.6
04-07-2018,1051.5,273.200012,672.299988,1259.400024,155.949997,990.049988,267,568.900024,1869.650024,197.062546,32.049999,529.484985,15.8,98.949997,67.650002,76.099998,27.950001,7.52,6.98,335.5,35645.4
05-07-2018,1061.675049,271.600006,642.25,1253.5,156.350006,965,261.5,553.5,1881.699951,198.750046,32.450001,522.590027,15.45,97.800003,68.800003,75.599998,27.299999,7.35,6.87,348.799988,35574.55
