Date,Open,High,Low,Close
28-Jan-22,57795.11,58084.33,57119.28,57200.23
31-Jan-22,57845.91,58257.63,57746.15,58014.17
01-Feb-22,58672.86,59032.2,57737.66,58862.57
02-Feb-22,59293.44,59618.51,59193.05,59558.33
03-Feb-22,59528.16,59557.87,58653.94,58788.02
04-Feb-22,58918.65,58943.62,58446.95,58644.82
07-Feb-22,58549.67,58707.76,57299.05,57621.19
08-Feb-22,57799.67,57925.82,57058.77,57808.58
09-Feb-22,58163.01,58507.61,58105.18,58465.97
10-Feb-22,58810.53,59060.24,58332.28,58926.03
11-Feb-22,58447.15,58447.15,57914.1,58152.92
14-Feb-22,56720.32,57191.91,56295.7,56405.84
15-Feb-22,56731.56,58211.38,56438.47,58142.05
16-Feb-22,58310.68,58569.22,57780.28,57996.68
17-Feb-22,58217.69,58346,57635.43,57892.01
18-Feb-22,57488.39,58175.35,57488.39,57832.97
21-Feb-22,57551.65,58141.96,57167.02,57683.59
22-Feb-22,56438.64,57505.85,56394.85,57300.68
23-Feb-22,57632.94,57733.37,57109.24,57232.06
24-Feb-22,55418.45,55996.09,54383.2,54529.91
25-Feb-22,55321.72,56183.7,55299.28,55858.52
28-Feb-22,55329.46,56324.54,54833.5,56247.28
02-Mar-22,55629.3,55755.09,55020.1,55468.9
03-Mar-22,55921.44,55996.62,54931.48,55102.68
04-Mar-22,54653.59,55013.27,53887.72,54333.81
07-Mar-22,53172.51,53203.87,52367.1,52842.75
08-Mar-22,52430.06,53484.26,52260.82,53424.09
09-Mar-22,53793.99,54893.73,53367.52,54647.33
10-Mar-22,56242.47,56242.47,54982.82,55464.39
11-Mar-22,55218.78,55833.95,55049.95,55550.3
14-Mar-22,55614.4,56545.83,55556.47,56486.02
15-Mar-22,56663.87,56720.6,55418.95,55776.85
16-Mar-22,56555.33,56860.89,56389.26,56816.65
17-Mar-22,57620.28,58095.84,57518.06,57863.93
21-Mar-22,58030.41,58127.95,57229.08,57292.49
22-Mar-22,57297.57,58052.87,56930.3,57989.3
23-Mar-22,58198.64,58416.56,57568.59,57684.82
24-Mar-22,57190.05,57827.99,57138.51,57595.68
25-Mar-22,57801.72,57845.37,57100.24,57362.2
28-Mar-22,57472.72,57638.34,56825.09,57593.49
29-Mar-22,57814.76,58001.53,57639.35,57943.65
30-Mar-22,58362.85,58727.78,58176,58683.99
31-Mar-22,58779.71,58890.92,58485.79,58568.51
01-Apr-22,58530.73,59396.62,58450.04,59276.69
04-Apr-22,59764.13,60845.1,59760.22,60611.74
05-Apr-22,60786.07,60786.07,60067.18,60176.5
06-Apr-22,59815.71,59941.57,59509.84,59610.41
07-Apr-22,59402.61,59504.92,58977.35,59034.95
08-Apr-22,59256.97,59654.44,58876.36,59447.18
11-Apr-22,59333.18,59355.76,58894.4,58964.57
12-Apr-22,58743.5,58794.78,58298.57,58576.37
13-Apr-22,58910.74,59003.82,58291.23,58338.93
18-Apr-22,57338.58,57420.8,56842.39,57166.74
19-Apr-22,57381.77,57464.08,56009.07,56463.15
20-Apr-22,56741.43,57216.51,56521.33,57037.5
21-Apr-22,57458.6,57991.53,57311.86,57911.68
22-Apr-22,57531.95,57689.86,57134.72,57197.15
25-Apr-22,56757.64,56875.65,56356.87,56579.89
26-Apr-22,57066.24,57442.24,56904.51,57356.61
27-Apr-22,56983.68,57079.03,56584.04,56819.39
28-Apr-22,57296.31,57790.85,56936.94,57521.06
29-Apr-22,57817.51,57975.48,56902.3,57060.87
02-May-22,56429.45,57054.23,56412.62,56975.99
04-May-22,57124.91,57184.21,55501.6,55669.03
05-May-22,56255.07,56566.8,55613.82,55702.23
06-May-22,54928.29,55070.12,54586.75,54835.58
09-May-22,54188.21,54795.47,53918.02,54470.67
10-May-22,54309.31,54857.02,54226.33,54364.85
11-May-22,54544.91,54598.55,53519.3,54088.39
12-May-22,53608.35,53632.55,52702.3,52930.31
13-May-22,53565.74,53785.71,52654.89,52793.62
16-May-22,52946.32,53428.28,52632.48,52973.84
17-May-22,53285.19,54399.42,53176.02,54318.47
18-May-22,54554.89,54786,54130.89,54208.53
19-May-22,53070.3,53356.04,52669.51,52792.23
20-May-22,53513.97,54396.43,53403.29,54326.39
23-May-22,54459.95,54931.3,54191.55,54288.61
24-May-22,54307.56,54524.37,53886.28,54052.61
25-May-22,54254.07,54379.59,53683.16,53749.26
26-May-22,53950.84,54346.22,53425.25,54252.53
27-May-22,54671.5,54936.63,54449.34,54884.66
30-May-22,55507.75,56082.65,55466.3,55925.74
31-May-22,55622.01,55925.62,55369.14,55566.41
01-Jun-22,55588.27,55791.49,55091.43,55381.17
02-Jun-22,55382.44,55891.92,55135.11,55818.11
03-Jun-22,56245.6,56432.65,55719.36,55769.23
06-Jun-22,55610.64,55832.28,55295.74,55675.32
07-Jun-22,55373.18,55387.77,54882.41,55107.34
08-Jun-22,55345.51,55423.97,54683.3,54892.49
09-Jun-22,54514.17,55366.84,54507.41,55320.28
10-Jun-22,54760.25,54780.78,54205.99,54303.44
13-Jun-22,53184.61,53207.54,52527.08,52846.7
14-Jun-22,52495.94,53095.32,52459.48,52693.57
15-Jun-22,52650.41,52867.73,52493.36,52541.39
16-Jun-22,53018.91,53142.5,51425.48,51495.79
17-Jun-22,51181.99,51652.83,50921.22,51360.42
20-Jun-22,51470.03,51714.61,51062.93,51597.84
21-Jun-22,51897.6,52799.4,51808.76,52532.07
22-Jun-22,52186.36,52272.85,51739.98,51822.53
23-Jun-22,51972.75,52516.79,51632.85,52265.72
24-Jun-22,52654.24,52909.87,52447.25,52727.98
27-Jun-22,53468.89,53509.5,53120.79,53161.28
28-Jun-22,52846.26,53301.4,52771.53,53177.45
29-Jun-22,52623.15,53244.84,52612.68,53026.97
30-Jun-22,52897.16,53377.54,52883.25,53018.94
01-Jul-22,52863.34,53053.04,52094.25,52907.93
04-Jul-22,52851.67,53301.99,52674.81,53234.77
05-Jul-22,53501.21,53865.93,53054.3,53134.35
06-Jul-22,53170.7,53819.31,53143.28,53750.97
07-Jul-22,54146.68,54254.79,53927.26,54178.46
08-Jul-22,54574.43,54627.14,54278.77,54481.84
11-Jul-22,54248.6,54527.9,54090.53,54395.23
12-Jul-22,54219.78,54236.49,53824.97,53886.61
13-Jul-22,54210.1,54211.22,53455.26,53514.15
14-Jul-22,53688.62,53861.28,53163.77,53416.15
15-Jul-22,53637.88,53811.37,53361.62,53760.78
18-Jul-22,54069.3,54556.66,54034.97,54521.15
19-Jul-22,54251.88,54817.52,54232.82,54767.62
20-Jul-22,55486.12,55630.26,55298.23,55397.53
21-Jul-22,55391.93,55738.49,55270.75,55681.95
22-Jul-22,55800.84,56186.05,55685.45,56072.23
25-Jul-22,55877.5,56018.09,55537.08,55766.22
26-Jul-22,55834.38,55834.38,55203.43,55268.49
27-Jul-22,55258.29,55853.09,55157.99,55816.32
28-Jul-22,56267.55,56914.22,56236.45,56857.79
29-Jul-22,57258.13,57619.27,57104.81,57570.25
01-Aug-22,57823.1,58170.67,57540.36,58115.5
02-Aug-22,58049.02,58328.41,57744.7,58136.36
03-Aug-22,58174.11,58415.63,57788.78,58350.53
04-Aug-22,58571.28,58712.66,57577.05,58298.8
05-Aug-22,58421.04,58649.19,58244.86,58387.93
08-Aug-22,58417.71,58934.9,58266.65,58853.07
10-Aug-22,58977.34,58984.32,58583.36,58817.29
11-Aug-22,59320.45,59484.99,59251.14,59332.6
12-Aug-22,59235.98,59538.08,59113.01,59462.78
16-Aug-22,59675.12,59923.03,59673.96,59842.21
17-Aug-22,59938.05,60323.25,59857.8,60260.13
18-Aug-22,60080.19,60341.41,59946.44,60298
19-Aug-22,60351.23,60411.2,59474.57,59646.15
22-Aug-22,59361.08,59402.5,58705.11,58773.87
23-Aug-22,58205.97,59199.11,58172.48,59031.3
24-Aug-22,58853.32,59170.87,58760.09,59085.43
25-Aug-22,59315.98,59484.35,58666.41,58774.72
26-Aug-22,59050.67,59321.65,58722.69,58833.87
29-Aug-22,57367.47,58208.3,57367.47,57972.62
30-Aug-22,58259.85,59599.78,58245.49,59537.07
01-Sep-22,58710.53,59309.79,58522.57,58766.59
02-Sep-22,58969.02,59108.66,58558.64,58803.33
05-Sep-22,58814.08,59308.25,58812.2,59245.98
06-Sep-22,59285.36,59566.67,58974.26,59196.99
07-Sep-22,58789.26,59166.46,58722.89,59028.91
08-Sep-22,59374.99,59711.96,59315.71,59688.22
09-Sep-22,60045.75,60119.8,59634.39,59793.14
12-Sep-22,59912.29,60284.55,59912.29,60115.13
13-Sep-22,60408.29,60635.28,60381.02,60571.08
14-Sep-22,59417.12,60649.04,59417.12,60346.97
15-Sep-22,60454.37,60676.12,59865.75,59934.01
16-Sep-22,59585.72,59720.56,58687.17,58840.79
19-Sep-22,58747.31,59277.55,58487.76,59141.23
20-Sep-22,59556.91,60105.79,59556.91,59719.74
21-Sep-22,59504.14,59799.04,59275.4,59456.78
22-Sep-22,59073.84,59457.58,58832.78,59119.72
23-Sep-22,59005.18,59143.32,57981.95,58098.92
26-Sep-22,57525.03,57708.38,57038.24,57145.22
27-Sep-22,57376.52,57704.57,56950.52,57107.52
28-Sep-22,56710.13,57213.33,56485.67,56598.28
29-Sep-22,56997.9,57166.14,56314.05,56409.96
30-Sep-22,56240.15,57722.63,56147.23,57426.92
03-Oct-22,57403.92,57454.84,56683.4,56788.81
04-Oct-22,57506.65,58099.94,57506.65,58065.47
06-Oct-22,58314.05,58578.76,58173.7,58222.1
07-Oct-22,58092.56,58269.34,57851.15,58191.29
10-Oct-22,57424.07,58125.01,57365.68,57991.11
11-Oct-22,58004.25,58027.52,57050.4,57147.32
12-Oct-22,57312.49,57687.64,57085.92,57625.91
13-Oct-22,57512.74,57568.14,57055.75,57235.33
14-Oct-22,58162.74,58435.12,57848.23,57919.97
17-Oct-22,57752.5,58449,57639.8,58410.98
18-Oct-22,58744.13,59143.66,58744.13,58960.6
19-Oct-22,59196.96,59399.69,58961.77,59107.19
20-Oct-22,58824.48,59273.85,58791.28,59202.9
21-Oct-22,59381.36,59590.93,59132.94,59307.15
24-Oct-22,59804.02,59994.25,59776.66,59831.66
25-Oct-22,60002.96,60081.24,59489.02,59543.96
27-Oct-22,59792.32,59959.94,59496.8,59756.84
28-Oct-22,59746.8,60133.17,59739.05,59959.85
31-Oct-22,60246.96,60786.7,60246.96,60746.59
01-Nov-22,61065.58,61289.73,60868.69,61121.35
02-Nov-22,61156.89,61209.65,60794.39,60906.09
03-Nov-22,60511.57,60994.37,60485.14,60836.41
04-Nov-22,60698.27,61004.49,60666.01,60950.36
07-Nov-22,61188.13,61401.54,60714.36,61185.15
09-Nov-22,61304.29,61447.23,60905.15,61033.55
10-Nov-22,60524.27,60848.73,60425.47,60613.7
11-Nov-22,61311.02,61840.97,61311.02,61795.04
14-Nov-22,61765.86,61916.24,61572.03,61624.15
15-Nov-22,61630.05,61955.96,61436.9,61872.99
16-Nov-22,61708.63,62052.57,61708.63,61980.72
17-Nov-22,61812.36,62050.8,61643.27,61750.6
18-Nov-22,61858.2,61929.88,61337.43,61663.48
21-Nov-22,61456.33,61456.33,61059.33,61144.84
22-Nov-22,61126.56,61466.63,61073.68,61418.96
23-Nov-22,61779.71,61780.9,61442.69,61510.58
24-Nov-22,61656,62412.33,61600.42,62272.68
25-Nov-22,62327.88,62447.73,62115.66,62293.64
28-Nov-22,62016.35,62701.4,61959.74,62504.8
29-Nov-22,62362.08,62887.4,62362.08,62681.84
30-Nov-22,62743.47,63303.01,62648.38,63099.65
01-Dec-22,63357.99,63583.07,63183.77,63284.19
02-Dec-22,62978.58,63148.59,62679.63,62868.5
05-Dec-22,62865.28,62939.63,62507.88,62834.6
06-Dec-22,62395.55,62677.84,62390.07,62626.36
07-Dec-22,62615.52,62759.97,62316.65,62410.68
08-Dec-22,62504.04,62633.56,62320.18,62570.68
09-Dec-22,62690.86,62735.42,61889.11,62181.67
12-Dec-22,61770.56,62239.42,61676.15,62130.57
13-Dec-22,62300.67,62567.92,62129.57,62533.3
14-Dec-22,62685.94,62835.11,62591.28,62677.91
15-Dec-22,62530.07,62624.81,61715.61,61799.03
16-Dec-22,61534.24,61893.22,61292.53,61337.81
19-Dec-22,61405.8,61844.92,61265.31,61806.19
20-Dec-22,61608.85,61780.37,61102.68,61702.29
21-Dec-22,61993.71,62006.46,60938.38,61067.24
22-Dec-22,61257.17,61464.38,60637.24,60826.22
23-Dec-22,60205.56,60546.88,59765.56,59845.29
26-Dec-22,59755.08,60833.78,59754.1,60566.42
27-Dec-22,60861.41,60986.68,60405.66,60927.43
28-Dec-22,60811.52,61075.33,60713.77,60910.28
29-Dec-22,60628.29,61210.65,60479.06,61133.88
30-Dec-22,61329.16,61392.68,60743.71,60840.74
